24/3/2021,Average Tone,-0.7046
25/3/2021,Average Tone,0
26/3/2021,Average Tone,-0.0573
27/3/2021,Average Tone,2.7553
28/3/2021,Average Tone,2.2508
29/3/2021,Average Tone,0.6552
30/3/2021,Average Tone,1.9136
31/3/2021,Average Tone,0
1/4/2021,Average Tone,0
2/4/2021,Average Tone,0
3/4/2021,Average Tone,0
4/4/2021,Average Tone,0
5/4/2021,Average Tone,0
6/4/2021,Average Tone,1.4091
7/4/2021,Average Tone,0
8/4/2021,Average Tone,1.2089
9/4/2021,Average Tone,0.7832
10/4/2021,Average Tone,0
11/4/2021,Average Tone,0
12/4/2021,Average Tone,3.6464
13/4/2021,Average Tone,0
14/4/2021,Average Tone,0
15/4/2021,Average Tone,0.8469
16/4/2021,Average Tone,1.838
17/4/2021,Average Tone,2.4712
18/4/2021,Average Tone,0
19/4/2021,Average Tone,0
20/4/2021,Average Tone,3.5421
21/4/2021,Average Tone,0
22/4/2021,Average Tone,1.8258
23/4/2021,Average Tone,1.0724
24/4/2021,Average Tone,0.3769
25/4/2021,Average Tone,1.2461
26/4/2021,Average Tone,0
